ISO3,Country / Territory,Year,Event Name,Date of Event (start),Disaster Internal Displacements,Disaster Internal Displacements (Raw),Hazard Category,Hazard Type,Hazard Sub Type,Name,Conflict Stock Displacement,Conflict Stock Displacement (Raw),Conflict Internal Displacements,Conflict Internal Displacements (Raw)
PHL,Philippines,2014,Southwest monsoon habagat enhanced by typhoon halong (local name: josé),2014-08-05,6500.0,6495.0,Weather related,Storm,Conflict-Violence,,,,,
PHL,Philippines,2014,Floods caused by tropical storm sinlaku (local name: queenie),2014-11-26,7300.0,7276.0,Weather related,Flood,Conflict-Violence,,,,,
PHL,Philippines,2014,Tropical storm kajiki (local name: basyang),2014-01-30,18000.0,18131.0,Weather related,Storm,Conflict-Violence,,,,,
PHL,Philippines,2014,Intertropical convergence zone (itcz),2014-10-07,46000.0,46000.0,Weather related,Storm,Conflict-Violence,,,,,
PHL,Philippines,2014,Mayon volcano,2014-09-19,50000.0,50000.0,Geophysical,Volcanic activity,Conflict-Violence,,,,,
PHL,Philippines,2014,Typhoon kalmaegi (local name: luis),2014-09-12,77000.0,77431.0,Weather related,Storm,Conflict-Violence,,,,,
PHL,Philippines,2014,Tropical storm jangmi (local name: seniang),2014-12-29,156000.0,155671.0,Weather related,Storm,Conflict-Violence,,,,,
PHL,Philippines,2014,Tropical storm fung-wong (local name: mario),2014-09-19,206000.0,206368.0,Weather related,Storm,Conflict-Violence,,,,,
PHL,Philippines,2014,Tropical storm lingling (local name: agaton),2014-01-17,400000.0,400000.0,Weather related,Storm,Conflict-Violence,,,,,
PHL,Philippines,2014,Typhoon hagupit (local name: ruby),2014-12-06,1823000.0,1823176.0,Weather related,Storm,Conflict-Violence,,,,,
PHL,Philippines,2014,Typhoon rammasun (local name: glenda),2014-07-15,2994000.0,2994054.0,Weather related,Storm,Conflict-Violence,,,,,
PNG,Papua New Guinea,2014,Mt. tavurvur eruption,2014-08-29,220.0,225.0,Geophysical,Volcanic activity,Conflict-Violence,,,,,
PNG,Papua New Guinea,2014,Bougainville earthquake,2014-04-15,260.0,260.0,Geophysical,Earthquake,Conflict-Violence,,,,,
PNG,Papua New Guinea,2014,Angabanga river overflowing,2014-03-01,300.0,300.0,Weather related,Flood,Conflict-Violence,,,,,
PNG,Papua New Guinea,2014,Mt bagana eruption,2014-08-09,1400.0,1380.0,Geophysical,Volcanic activity,Conflict-Violence,,,,,
PNG,Papua New Guinea,2014,Cyclone ita,2014-04-11,7600.0,7610.0,Weather related,Storm,Conflict-Violence,,,,,
PNG,Papua New Guinea,2014,Gulf province flood,2014-07-10,11000.0,11369.0,Weather related,Flood,Conflict-Violence,,,,,
PRY,Paraguay,2014,Parana river flood,2014-06-01,84000.0,83565.0,Weather related,Flood,Conflict-Violence,,,,,
PSE,West Bank and Gaza,2014,Gaza and sheikh radwan floods,2014-11-27,200.0,200.0,Weather related,Flood,Conflict-Violence,,,,,
ROU,Romania,2014,Southern romania flood,2014-04-01,240.0,235.0,Weather related,Flood,Conflict-Violence,,,,,
ROU,Romania,2014,Romania summer flood,2014-07-28,2000.0,2000.0,Weather related,Flood,Conflict-Violence,,,,,
RUS,Russian Federation,2014,Amur oblast flood,2014-03-01,310.0,312.0,Weather related,Flood,Conflict-Violence,,,,,
RUS,Russian Federation,2014,Siberia flood,2014-05-29,23000.0,22545.0,Weather related,Flood,Conflict-Violence,,,,,
SDN,Sudan,2014,Severe floods in sudan (july),2014-07-25,33000.0,33000.0,Weather related,Flood,Conflict-Violence,,,,,
SDN,Sudan,2014,Sudan rainy season flooding,2014-08-10,154000.0,154000.0,Weather related,Flood,Conflict-Violence,,,,,
SLB,Solomon Islands,2014,Honiara floods,2014-04-03,9000.0,9000.0,Weather related,Flood,Conflict-Violence,,,,,
SLV,El Salvador,2014,La union coast arthquake,2014-10-13,22.0,22.0,Geophysical,Earthquake,Conflict-Violence,,,,,
SOM,Somalia,2014,Berbera flash floods,2014-10-09,840.0,840.0,Weather related,Flood,Conflict-Violence,,,,,
SOM,Somalia,2014,Middle shabelle region flood,2014-05-01,1200.0,1175.0,Weather related,Flood,Conflict-Violence,,,,,
SOM,Somalia,2014,Lower juba flood,2014-05-24,6000.0,6000.0,Weather related,Flood,Conflict-Violence,,,,,
SOM,Somalia,2014,Gedo region flood,2014-04-01,7000.0,7050.0,Weather related,Flood,Conflict-Violence,,,,,
SOM,Somalia,2014,Shabelle river floods,2014-10-24,21000.0,21000.0,Weather related,Flood,Conflict-Violence,,,,,
SRB,Serbia,2014,North serbia flood,2014-01-01,40.0,40.0,Weather related,Flood,Conflict-Violence,,,,,
SRB,Serbia,2014,Lucani and kursumlija flood,2014-04-16,500.0,503.0,Weather related,Flood,Conflict-Violence,,,,,
SRB,Serbia,2014,Eastern europe floods,2014-09-16,820.0,815.0,Weather related,Flood,Conflict-Violence,,,,,
SRB,Serbia,2014,Balkan floods,2014-05-14,32000.0,31879.0,Weather related,Flood,Conflict-Violence,,,,,
SSD,South Sudan,2014,Flooding occurring across south sudan territory,2014-09-21,3000.0,3000.0,Weather related,Flood,Conflict-Violence,,,,,
SSD,South Sudan,2014,Floods in bor (jonglei state),2014-10-14,4500.0,4500.0,Weather related,Flood,Conflict-Violence,,,,,
SSD,South Sudan,2014,U.n. tomping displacement camp,2014-03-07,8000.0,8000.0,Weather related,Storm,Conflict-Violence,,,,,
SSD,South Sudan,2014,South sudan seasonsal floods,2014-10-05,25000.0,24841.0,Weather related,Flood,Conflict-Violence,,,,,
SSD,South Sudan,2014,Severe floods in warrap state,2014-09-20,30000.0,30000.0,Weather related,Flood,Conflict-Violence,,,,,
SSD,South Sudan,2014,Severe floods in unity state (july),2014-07-25,42000.0,42000.0,Weather related,Flood,Conflict-Violence,,,,,
SWE,Sweden,2014,Västmanland fire,2014-07-31,1000.0,1000.0,Weather related,Wildfire,Conflict-Violence,,,,,
SYC,Seychelles,2014,Seychelles flood,2014-01-24,7.0,7.0,Weather related,Flood,Conflict-Violence,,,,,
SYR,Syrian Arab Republic,2014,Bab al salam camp flooding,2014-10-16,2300.0,2338.0,Weather related,Flood,Conflict-Violence,,,,,
TCD,Chad,2014,Flooding in the salamat region,2014-08-14,1000.0,1016.0,Weather related,Flood,Conflict-Violence,,,,,
TCD,Chad,2014,Zafaye temporary camp flooding,2014-05-25,8900.0,8872.0,Weather related,Flood,Conflict-Violence,,,,,
THA,Thailand,2014,Summer storm hit 9 provinces (thailand),2014-04-01,3.0,3.0,Weather related,Storm,Conflict-Violence,,,,,
THA,Thailand,2014,Flood affecting 6 provinces (oct),2014-10-08,190.0,192.0,Weather related,Flood,Conflict-Violence,,,,,
THA,Thailand,2014,Summer storm in thai central provinces,2014-05-15,320.0,320.0,Weather related,Storm,Conflict-Violence,,,,,
THA,Thailand,2014,Lam huai mae wa river overflown,2014-10-22,640.0,640.0,Weather related,Flood,Conflict-Violence,,,,,
THA,Thailand,2014,Trang flood,2014-11-11,640.0,640.0,Weather related,Flood,Conflict-Violence,,,,,
THA,Thailand,2014,"Storm in the northern, northeastern and western regions (thailand)",2014-03-14,680.0,678.0,Weather related,Storm,Conflict-Violence,,,,,
THA,Thailand,2014,Trang province floods,2014-11-10,1000.0,1000.0,Weather related,Flood,Conflict-Violence,,,,,
THA,Thailand,2014,Summer storm in nakhon phanom and lampang provinces,2014-04-28,1200.0,1184.0,Weather related,Storm,Conflict-Violence,,,,,
THA,Thailand,2014,"Storm in the northern, northeastern and western regions (thailand)",2014-03-19,1500.0,1488.0,Weather related,Storm,Conflict-Violence,,,,,
THA,Thailand,2014,"Storm in the northern, northeastern and western regions (thailand)",2014-03-14,1600.0,1558.0,Weather related,Storm,Conflict-Violence,,,,,
THA,Thailand,2014,Northern thai provinces flood,2014-09-07,1600.0,1600.0,Weather related,Flood,Conflict-Violence,,,,,
THA,Thailand,2014,Storm in the northern and northeastern provinces (thailand),2014-06-01,1600.0,1632.0,Weather related,Storm,Conflict-Violence,,,,,
THA,Thailand,2014,Summer storm in thai northern and northeastern regions,2014-04-07,3200.0,3200.0,Weather related,Storm,Conflict-Violence,,,,,
THA,Thailand,2014,Storm across buriram province,2014-05-01,5100.0,5120.0,Weather related,Storm,Conflict-Violence,,,,,
THA,Thailand,2014,Flood along the thai-malaysian border,2014-12-18,7900.0,7900.0,Weather related,Flood,Conflict-Violence,,,,,
TJK,Tajikistan,2014,Floods and mudslides in the south of tajikistan,2014-04-11,37.0,37.0,Weather related,Flood,Conflict-Violence,,,,,
TJK,Tajikistan,2014,Khatlon province flash floods and mudslides,2014-05-10,420.0,425.0,Weather related,Mass Movement,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in roi (tutuluro suco) in same sub-district of manufahi,2014-04-05,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in aldeia sebago in ainaro,2014-10-03,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in aldeia selihasan (betano suco) in same sub-district of manufahi,2014-03-27,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in uibobo (bado ho'o suco) in venilale sub-district of baucau,2014-08-01,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in aldeia suriubu (obulo suco) in atsabe sub-district of ermera,2014-05-18,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in aldeia colidasi (grotu suco) in same sub-district of manufahi,2014-05-05,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in aldeia sesurai (betano suco) in same sub-district of manufahi,2014-02-01,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in fatubosa suco in aileu vila sub-district of aileu,2014-04-26,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in uaicadae (ossu-huna suco) in baguia sub-district baucau,2014-04-05,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Storm becora suco in cristo rei sub-district on dili,2014-03-14,5.0,5.0,Weather related,Storm,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in macadique suco in watulari sub-district of viqueque,2014-01-23,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in aldeia wessa (caraubalo suco) in viqueque sub-district of viqueque,2014-10-10,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in aldeia suhu (lahane oriental suco) in nain feto sub-district of dili,2014-10-07,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in aihou (maubisse suco) in maubisse sub-district of ainaro,2014-09-29,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in has-abut (caraubalo suco) in viqueque sub-district of viqueque,2014-09-19,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Storm mirtutu suco in ermera sub-district of ermera,2014-09-16,5.0,5.0,Weather related,Storm,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in fatuk biti klara (fohoren suco) in forohem sub-district of covalima,2014-09-15,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Storm lauala suco in ermera sub-district of ermera,2014-09-13,5.0,5.0,Weather related,Storm,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in oecamau (cassa suco) in ainaro sub-district of ainaro,2014-09-08,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in mamalau (mau-nuno suco) in ainaro sub-district of ainaro,2014-09-08,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in buibau suco in baucau sub-district of baucau,2014-09-06,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Storm maucale (gariuai suco) in baucau sub-district of baucau,2014-09-05,5.0,5.0,Weather related,Storm,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in manulai (wailili suco) in baucau sub-district of baucau,2014-08-30,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in uacanasa (ossoala suco) in vemase sub-district of baucau,2014-08-28,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in  loóhali (fohoren suco) in forohem sub-district of covalima,2014-08-21,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in aldeia cledik (fatucahi suco) in fatuberliu sub-district of manufahi,2014-08-20,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in dausur (leolima suco) in haut-udo sub-district of ainaro,2014-08-18,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in becora suco in cristo rei sub-district on dili,2014-08-09,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in uatulia ana (fatulia suco) in venilale sub-district of baucau,2014-08-01,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in aldeia lena (afaloicai suco) in watulari sub-district of viqueque,2014-07-27,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in lena (afaloicai suco) in baguia sub-district of baucau,2014-07-26,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in maucale (gariuai suco) in baucau sub-district of baucau,2014-07-19,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in  mau-cali (gariuai suco) in baucau sub-district of baucau,2014-07-19,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in uaule (locoliu suco) in quelicai sub-district of baucau,2014-03-23,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in ossorua suco in ossu sub-district of viqueque,2014-01-27,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in aldeia fatunaba (dare suco) in vera cruz sub-district of dili,2014-07-14,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in auraba (sagadati suco) in laga sub-district of baucau,2014-07-03,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Storm  aldeia querema (faturilau suco)  in liquidoe sub-district of aileu,2014-07-03,5.0,5.0,Weather related,Storm,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Storm onosere (buruma suco) in baucau sub-district of baucau,2014-06-19,5.0,5.0,Weather related,Storm,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in comoro suco in dom aleixo sub-district of dili,2014-06-16,5.0,5.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in  aldeia mota kiik (hera suco) in cristo rei sub-district of dili,2014-10-03,11.0,11.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in uluk lolo (lour suco) in zumalai sub-district of covalima,2014-09-21,11.0,11.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Storm macadique suco in watulari sub-district of viqueque,2014-01-23,11.0,11.0,Weather related,Storm,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in aldeia perdidu (comoro suco) in dom aleixo sub-district of dili,2014-08-09,11.0,11.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in aldeia nakalu (lacumesac suco) in laclo sub-district of manatuto,2014-08-09,11.0,11.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in ossu de cima suco in ossu sub-district of viqueque,2014-01-23,11.0,11.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in aldeia ailau (suro-craik suco) in ainaro sub-district of ainaro,2014-10-03,16.0,16.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in uaicana (bado ho'o suco) in venilale sub-district of baucau,2014-08-06,16.0,16.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in dausur (fatucalo suco) in turiscai sub-district of manufahi,2014-10-08,22.0,22.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in kamalpun (lihu suco) in railaco sub-district of ermera,2014-09-19,22.0,22.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fire in aldeia kaibegolluli (leoteala suco) in liquica sub-district of liquica,2014-10-03,28.0,28.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Fires in aldeia faturasa (faturasa suco) in remexio sub-district of aileu,2014-09-02,33.0,33.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,"Storm in afalocai, lari sula, haeconi, alaua leten and alaua craic suco in baguia sub-district of baucau",2014-01-17,120.0,117.0,Weather related,Storm,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,"Fire in lissapat, mau-ubu, urahou, hatugau, lauana, haupu, humboe and cratai-crais suco in hatolia sub-district of ermera",2014-09-13,460.0,464.0,Weather related,Wildfire,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Dili tidal surge,2014-06-28,550.0,550.0,Weather related,Storm,Conflict-Violence,,,,,
TLS,Timor-Leste,2014,Mercado suai villa in covalima fire,2014-03-10,800.0,795.0,Weather related,Wildfire,Conflict-Violence,,,,,
TON,Tonga,2014,Tropical cyclone ian,2014-01-11,5300.0,5306.0,Weather related,Storm,Conflict-Violence,,,,,
TUR,Türkiye,2014,West turkey earthquake,2014-05-24,480.0,478.0,Geophysical,Earthquake,Conflict-Violence,,,,,
TWN,"Taiwan, China",2014,Tropical storm fung-wong,2014-09-21,4000.0,4000.0,Weather related,Storm,Conflict-Violence,,,,,
TWN,"Taiwan, China",2014,Typhoon matmo,2014-07-23,5400.0,5388.0,Weather related,Storm,Conflict-Violence,,,,,
TZA,Tanzania,2014,Buboka flash flood,2014-04-05,250.0,250.0,Weather related,Flood,Conflict-Violence,,,,,
TZA,Tanzania,2014,Tanga flash floods,2014-02-06,400.0,400.0,Weather related,Flood,Conflict-Violence,,,,,
TZA,Tanzania,2014,Dar es salaam flood,2014-04-11,2000.0,2000.0,Weather related,Flood,Conflict-Violence,,,,,
TZA,Tanzania,2014,Dumila/dakawa flash floods,2014-01-21,10000.0,10000.0,Weather related,Flood,Conflict-Violence,,,,,
UGA,Uganda,2014,Butaleja hailstorm,2014-04-01,190.0,186.0,Weather related,Storm,Conflict-Violence,,,,,
UGA,Uganda,2014,Kasese district flood,2014-05-08,600.0,603.0,Weather related,Flood,Conflict-Violence,,,,,
UGA,Uganda,2014,Namutumba hailstorm,2014-04-01,770.0,769.0,Weather related,Storm,Conflict-Violence,,,,,
UGA,Uganda,2014,Mbale flood,2014-03-11,1100.0,1078.0,Weather related,Flood,Conflict-Violence,,,,,
UGA,Uganda,2014,Jinja hailstorm,2014-03-01,1500.0,1470.0,Weather related,Storm,Conflict-Violence,,,,,
UGA,Uganda,2014,River semliki flood,2014-11-06,16000.0,16000.0,Weather related,Flood,Conflict-Violence,,,,,
UGA,Uganda,2014,Eastern territories floods,2014-08-23,30000.0,30000.0,Weather related,Flood,Conflict-Violence,,,,,
URY,Uruguay,2014,Uruguay river overflown (july),2014-07-02,100.0,100.0,Weather related,Flood,Conflict-Violence,,,,,
URY,Uruguay,2014,Uruguay river overflown (october),2014-10-07,240.0,240.0,Weather related,Flood,Conflict-Violence,,,,,
URY,Uruguay,2014,Yi river overflown,2014-09-15,4600.0,4590.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2014,Storm across texan territory,2014-10-02,11.0,11.0,Weather related,Storm,Conflict-Violence,,,,,
USA,United States,2014,Oregon gulch fire,2014-07-30,15.0,15.0,Weather related,Wildfire,Conflict-Violence,,,,,
USA,United States,2014,Chippewa vista flood,2014-04-14,15.0,15.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2014,Snag canyon fire,2014-08-02,20.0,20.0,Weather related,Wildfire,Conflict-Violence,,,,,
USA,United States,2014,Local storm in etowah county (alabama state),2014-05-02,27.0,27.0,Weather related,Storm,Conflict-Violence,,,,,
USA,United States,2014,Platteville tornado,2014-06-16,31.0,31.0,Weather related,Storm,Conflict-Violence,,,,,
USA,United States,2014,South napa quake,2014-08-24,39.0,39.0,Geophysical,Earthquake,Conflict-Violence,,,,,
USA,United States,2014,Tbc,2014-04-30,42.0,42.0,Weather related,Storm,Conflict-Violence,,,,,
USA,United States,2014,Southern california flood ('pineapple express' effects),2014-12-01,46.0,46.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2014,Verona tornado,2014-06-01,49.0,49.0,Weather related,Storm,Conflict-Violence,,,,,
USA,United States,2014,Beaver complex fire,2014-07-30,61.0,61.0,Weather related,Wildfire,Conflict-Violence,,,,,
USA,United States,2014,Devil's elbow complex fire,2014-08-02,66.0,66.0,Weather related,Wildfire,Conflict-Violence,,,,,
